datetime,abe,max,min,fec,vwapd,mme9,mme34,mma200,hig10,low10
2/4/19 18:05,98755,98755,98465,98465,97894.26,98628.05,98508.93,97799.73,98775,98380
2/4/19 18:00,98760,98775,98710,98760,97891.36,98668.82,98511.59,97797.27,98770,98380
2/4/19 17:55,98660,98770,98650,98770,97888.15,98646.02,98496.54,97793.27,98755,98380
2/4/19 17:50,98645,98690,98580,98660,97883.55,98615.03,98479.97,97788.98,98755,98380
2/4/19 17:45,98515,98655,98510,98650,97879.38,98603.79,98469.05,97784.85,98755,98380
2/4/19 17:40,98520,98535,98430,98515,97874.95,98592.23,98458.09,97780.38,98755,98380
2/4/19 17:35,98660,98665,98485,98520,97869.74,98611.54,98454.63,97775.95,98755,98380
2/4/19 17:30,98655,98700,98620,98660,97863.74,98634.42,98450.67,97772.25,98755,98380
2/4/19 17:25,98630,98660,98560,98655,97859.46,98628.03,98437.98,97767.42,98755,98380
2/4/19 17:20,98695,98700,98605,98630,97854.54,98621.29,98424.84,97761.73,98755,98380
2/4/19 17:15,98680,98745,98660,98695,97848.83,98619.11,98412.4,97756.27,98755,98380
2/4/19 17:10,98750,98755,98635,98685,97842.46,98600.14,98395.27,97750.42,98780,98380
2/4/19 17:05,98600,98755,98575,98750,97834.22,98578.92,98377.71,97744.52,98780,98310
2/4/19 17:00,98535,98620,98490,98595,97824.71,98536.16,98355.15,97738.42,98780,98310
2/4/19 16:55,98430,98545,98400,98540,97816.83,98521.45,98340.61,97733.23,98780,98225
2/4/19 16:50,98420,98470,98385,98430,97810.36,98516.8,98328.52,97728.33,98780,98165
2/4/19 16:45,98485,98510,98380,98420,97804.88,98538.51,98322.38,97723.88,98780,98125
2/4/19 16:40,98495,98525,98430,98485,97798.3,98568.13,98316.46,97718.83,98780,98115
2/4/19 16:35,98565,98585,98480,98490,97790.22,98588.91,98306.25,97713.98,98780,97930
2/4/19 16:30,98690,98700,98560,98570,97782.05,98613.64,98295.12,97710.02,98780,97910
2/4/19 16:25,98690,98720,98625,98690,97774.15,98624.55,98278.46,97705.25,98780,97850
2/4/19 16:20,98695,98780,98610,98690,97766.9,98608.2,98253.52,97700.45,98755,97790
2/4/19 16:15,98530,98700,98525,98690,97752.38,98587.74,98227.06,97694.88,98755,97780
2/4/19 16:10,98655,98695,98500,98525,97742.84,98562.18,98199.01,97689.98,98755,97780
2/4/19 16:05,98685,98700,98605,98650,97732.09,98571.48,98179.25,97687.08,98755,97780
2/4/19 16:00,98660,98755,98655,98685,97723.09,98551.84,98150.72,97683.45,98735,97780
2/4/19 15:55,98640,98705,98625,98660,97712.03,98518.55,98118.34,97679.4,98735,97780
2/4/19 15:50,98610,98665,98580,98645,97703.06,98483.2,98085.51,97675.58,98735,97780
2/4/19 15:45,98635,98735,98585,98610,97693.87,98442.74,98051.6,97671.33,98660,97780
2/4/19 15:40,98520,98635,98425,98630,97675.98,98400.93,98017.76,97667.7,98660,97780
2/4/19 15:35,98565,98660,98460,98525,97662.17,98343.66,97980.65,97663.77,98600,97780
2/4/19 15:30,98425,98600,98395,98560,97645.48,98298.33,97947.66,97659.83,98490,97780
2/4/19 15:25,98350,98435,98310,98430,97627.38,98232.91,97910.55,97655.95,98490,97710
2/4/19 15:20,98430,98445,98340,98345,97618.71,98183.64,97879.06,97653.15,98490,97655
2/4/19 15:15,98240,98490,98225,98435,97608.57,98143.3,97850.82,97651.2,98245,97610
2/4/19 15:10,98180,98245,98165,98245,97590.11,98070.37,97815.41,97649.67,98215,97510
2/4/19 15:05,98155,98195,98125,98180,97583.54,98026.71,97789.38,97649.23,98215,97510
2/4/19 15:00,98140,98215,98115,98150,97579.37,97988.39,97765.7,97648.55,98145,97470
2/4/19 14:55,97930,98145,97930,98145,97569.59,97947.98,97742.41,97647.95,98060,97470
2/4/19 14:50,97945,98010,97910,97930,97560.27,97898.73,97718.02,97647.23,98060,97350
2/4/19 14:45,97890,97950,97850,97945,97554.74,97890.91,97705.16,97647.65,98060,97320
2/4/19 14:40,97815,97920,97790,97885,97551.84,97877.39,97690.63,97648.58,98060,97290
2/4/19 14:35,97940,97955,97780,97815,97548.43,97875.49,97678.84,97649.77,98060,97290
2/4/19 14:30,97885,97980,97825,97945,97544.22,97890.62,97670.59,97651.77,98060,97290
2/4/19 14:25,97935,97995,97865,97885,97538.76,97877.02,97653.96,97653.6,98060,97290
2/4/19 14:20,97950,98060,97920,97935,97533.81,97875.03,97639.96,97656.13,98020,97200
2/4/19 14:15,97955,97975,97865,97955,97525.53,97860.04,97622.08,97658.33,98020,97185
2/4/19 14:10,97985,98020,97940,97955,97519.78,97836.3,97601.9,97660.35,97985,97120
2/4/19 14:05,97960,97985,97910,97985,97512.83,97806.63,97580.5,97662.2,97985,97120
2/4/19 14:00,97815,97985,97795,97955,97507.88,97762.03,97555.98,97663.6,97935,97120
2/4/19 13:55,97865,97930,97790,97820,97500.8,97713.79,97531.8,97664.75,97935,97120
2/4/19 13:50,97870,97935,97830,97870,97495.81,97687.23,97514.34,97667.4,97885,97120
2/4/19 13:45,97710,97885,97710,97865,97488.34,97641.54,97492.78,97670.27,97765,97120
2/4/19 13:40,97705,97765,97655,97710,97481.79,97585.67,97470.22,97673.55,97715,97120
2/4/19 13:35,97665,97715,97610,97705,97478.3,97554.59,97455.69,97677.95,97675,97120
2/4/19 13:30,97525,97675,97510,97665,97475.55,97516.98,97440.58,97682.27,97640,97120
2/4/19 13:25,97605,97640,97515,97525,97473.59,97479.98,97426.98,97686.58,97640,97120
2/4/19 13:20,97515,97640,97470,97605,97472.06,97468.73,97421.04,97691.13,97585,97120
2/4/19 13:15,97510,97550,97470,97515,97470.23,97434.66,97409.89,97695.1,97585,97120
2/4/19 13:10,97375,97550,97350,97505,97469.73,97414.58,97403.52,97699.9,97585,97120
2/4/19 13:05,97345,97435,97320,97380,97469.75,97391.97,97397.38,97704.98,97585,97120
2/4/19 13:00,97480,97480,97290,97350,97470.93,97394.96,97398.43,97710.2,97585,97120
2/4/19 12:55,97510,97560,97410,97480,97473.58,97406.2,97401.37,97715.38,97585,97120
2/4/19 12:50,97535,97585,97460,97515,97473.59,97387.75,97396.6,97719.77,97535,97060
2/4/19 12:45,97330,97535,97295,97530,97471.92,97355.94,97389.43,97723.58,97475,97045
2/4/19 12:40,97260,97340,97200,97325,97472.8,97312.42,97380.91,97726.95,97475,96980
2/4/19 12:35,97280,97370,97185,97265,97475.7,97309.28,97384.3,97730.9,97475,96945
2/4/19 12:30,97280,97335,97120,97280,97480.45,97320.35,97391.54,97735.27,97475,96945
2/4/19 12:25,97260,97335,97240,97275,97492.02,97330.44,97398.3,97740.25,97475,96945
2/4/19 12:20,97400,97410,97260,97270,97495.16,97344.3,97405.77,97745.52,97475,96945
2/4/19 12:15,97340,97435,97325,97405,97497.69,97362.87,97413.99,97751.5,97475,96945
2/4/19 12:10,97380,97385,97225,97335,97499.36,97352.34,97414.54,97756.95,97475,96945
2/4/19 12:05,97385,97445,97365,97375,97505.88,97356.67,97419.36,97762.67,97475,96945
2/4/19 12:00,97355,97475,97345,97390,97507.39,97352.09,97422.05,97767.88,97455,96945
2/4/19 11:55,97380,97385,97300,97355,97510.7,97342.61,97423.99,97773.3,97455,96945
2/4/19 11:50,97400,97420,97285,97380,97513.19,97339.51,97428.17,97778.5,97455,96945
2/4/19 11:45,97395,97455,97350,97395,97517.16,97329.38,97431.09,97783.63,97430,96945
2/4/19 11:40,97395,97415,97265,97400,97520.16,97312.98,97433.28,97788.25,97430,96945
2/4/19 11:35,97385,97430,97335,97400,97525.83,97291.22,97435.3,97792.73,97390,96945
2/4/19 11:30,97310,97390,97290,97380,97529.65,97264.02,97437.44,97797.5,97550,96945
2/4/19 11:25,97230,97315,97215,97305,97534.01,97235.03,97440.92,97802.3,97590,96945
2/4/19 11:20,97175,97245,97175,97230,97539.28,97217.54,97449.16,97806.6,97590,96945
2/4/19 11:15,97150,97220,97125,97175,97546.78,97214.42,97462.44,97811.85,97590,96945
2/4/19 11:10,97115,97155,97060,97150,97555.95,97224.28,97479.86,97817.2,97705,96945
2/4/19 11:05,97135,97170,97045,97115,97564.81,97242.85,97499.85,97822.63,97740,96945
2/4/19 11:00,97040,97150,96980,97135,97578.29,97274.81,97523.18,97827.83,97740,96945
2/4/19 10:55,97040,97135,96945,97040,97594.06,97309.77,97546.7,97832.73,97740,97000
2/4/19 10:50,97195,97195,97000,97035,97621.21,97377.21,97577.41,97838.45,97740,97170
2/4/19 10:45,97300,97300,97170,97195,97663.34,97462.77,97610.29,97843.52,97740,97270
2/4/19 10:40,97550,97550,97270,97295,97690.45,97529.7,97635.46,97847.8,97740,97365
2/4/19 10:35,97560,97590,97460,97550,97713.66,97588.38,97656.09,97852.05,97740,97365
2/4/19 10:30,97460,97590,97460,97560,97720.24,97597.97,97662.52,97854.88,97740,97365
2/4/19 10:25,97520,97555,97365,97465,97731.16,97607.46,97668.73,97857.95,97745,97430
2/4/19 10:20,97675,97705,97485,97520,97759.75,97643.08,97681.08,97861.55,97745,97430
2/4/19 10:15,97700,97740,97595,97675,97772.51,97673.84,97690.84,97864.38,97845,97430
2/4/19 10:10,97680,97725,97560,97700,97778.11,97673.55,97691.8,97866.65,97845,97430
2/4/19 10:05,97615,97715,97610,97675,97786.77,97666.95,97691.3,97869.55,98065,97430
2/4/19 10:00,97560,97630,97450,97615,97794.41,97664.93,97692.3,97872.95,98250,97430
2/4/19 9:55,97630,97640,97500,97565,97814.23,97677.41,97696.98,97876.45,98365,97430
2/4/19 9:50,97545,97645,97430,97635,97826.88,97705.52,97704.98,97879.77,98470,97430
2/4/19 9:45,97700,97715,97465,97540,97850.7,97723.15,97709.23,97882.5,98470,97430
2/4/19 9:40,97690,97740,97630,97695,97893.38,97768.94,97719.48,97885.3,98470,97430
2/4/19 9:35,97675,97745,97600,97690,97904.78,97787.42,97720.97,97888.13,98470,97430
2/4/19 9:30,97615,97675,97505,97675,97927.37,97811.77,97722.84,97891.25,98470,97430
2/4/19 9:25,97790,97845,97580,97615,97989.32,97845.97,97725.74,97894.6,98470,97430
2/4/19 9:20,97760,97830,97650,97795,98026.73,97903.71,97732.45,97898.05,98470,97430
2/4/19 9:15,97985,98065,97685,97765,98091.41,97930.89,97728.66,97900.45,98470,97430
2/4/19 9:10,98190,98250,97970,97980,98203.37,97972.36,97726.46,97902.63,98470,97430
2/4/19 9:05,98305,98365,98165,98195,98284.26,97970.45,97711.09,97904.1,98470,97430
2/4/19 9:00,98465,98470,98205,98295,98315.29,97914.31,97681.77,97904.58,98065,97425
2/1/19 18:05,97910,98065,97910,98065,97672.73,97819.14,97644.6,97904.48,97985,97425
2/1/19 18:00,97945,97985,97865,97920,97671.58,97757.67,97619.13,97905.25,97980,97425
2/1/19 17:55,97795,97980,97790,97945,97670.13,97717.09,97600.89,97906.55,97850,97425
2/1/19 17:50,97775,97850,97750,97790,97668.73,97660.11,97580.04,97907.05,97850,97425
2/1/19 17:45,97805,97815,97735,97775,97668.25,97627.63,97567.31,97908.33,97850,97400
2/1/19 17:40,97550,97850,97545,97800,97667.72,97590.79,97554.73,97909.5,97725,97375
2/1/19 17:35,97470,97575,97445,97555,97667.59,97538.48,97539.86,97910.33,97725,97335
2/1/19 17:30,97465,97540,97450,97470,97668.36,97534.36,97538.95,97912.63,97725,97335
2/1/19 17:25,97535,97540,97430,97470,97669.08,97550.45,97543.13,97915.15,97725,97335
2/1/19 17:20,97530,97585,97525,97540,97670.41,97570.56,97547.55,97917.25,97725,97335
2/1/19 17:15,97605,97615,97520,97525,97670.78,97578.2,97548.02,97919.08,97725,97335
2/1/19 17:10,97595,97620,97565,97605,97671.34,97591.51,97549.41,97921.02,97725,97335
2/1/19 17:05,97635,97670,97545,97590,97671.65,97588.13,97546.05,97921.98,97725,97335
2/1/19 17:00,97625,97725,97605,97635,97672.12,97587.66,97543.38,97922.98,97665,97335
2/1/19 16:55,97630,97660,97565,97630,97672.16,97575.83,97537.83,97924.13,97665,97300
2/1/19 16:50,97590,97650,97540,97625,97672.48,97562.28,97532.24,97925.45,97665,97285
2/1/19 16:45,97550,97595,97515,97595,97672.94,97546.6,97526.62,97926.5,97665,97285
2/1/19 16:40,97625,97640,97535,97550,97673.74,97534.5,97522.47,97927.3,97665,97285
2/1/19 16:35,97545,97665,97545,97625,97674.4,97530.63,97520.8,97928.1,97645,97285
2/1/19 16:30,97490,97565,97425,97550,97674.99,97507.03,97514.48,97928.17,97645,97285
2/1/19 16:25,97565,97590,97475,97490,97676.8,97496.29,97512.34,97927.75,97645,97285
2/1/19 16:20,97525,97565,97495,97560,97677.84,97497.86,97513.69,97926.05,97645,97285
2/1/19 16:15,97535,97615,97485,97525,97678.69,97482.32,97510.88,97924.92,97645,97265
2/1/19 16:10,97555,97645,97470,97540,97679.92,97471.65,97510.02,97924.15,97565,97170
2/1/19 16:05,97425,97565,97400,97555,97681.73,97454.56,97508.2,97922.33,97550,97170
2/1/19 16:00,97380,97475,97375,97425,97683.41,97429.45,97505.37,97920.17,97550,97170
2/1/19 15:55,97445,97450,97335,97375,97685.43,97430.56,97510.23,97918.4,97550,97170
2/1/19 15:50,97480,97500,97420,97450,97687.9,97444.45,97518.43,97917.08,97645,97170
2/1/19 15:45,97450,97525,97430,97485,97689.61,97443.06,97522.58,97915.13,97645,97170
2/1/19 15:40,97380,97465,97380,97445,97691.1,97432.58,97524.86,97912.08,97645,97170
2/1/19 15:35,97485,97550,97380,97380,97693.24,97429.48,97529.7,97910.15,97645,97170
2/1/19 15:30,97475,97525,97455,97480,97695.7,97441.84,97538.77,97909.17,97645,97170
2/1/19 15:25,97425,97485,97370,97475,97697.26,97432.3,97542.33,97907.23,97645,97170
2/1/19 15:20,97405,97500,97350,97430,97699.59,97421.63,97546.41,97904.55,97645,97170
2/1/19 15:15,97305,97440,97300,97400,97702.39,97419.54,97553.46,97902.38,97645,97170
2/1/19 15:10,97405,97405,97285,97305,97705.4,97424.42,97562.76,97896.92,97645,97170
2/1/19 15:05,97465,97475,97365,97405,97710.02,97454.28,97578.38,97891.95,97645,97170
2/1/19 15:00,97525,97645,97460,97465,97713.6,97466.6,97588.89,97886.3,97595,97170
2/1/19 14:55,97465,97535,97405,97525,97716.42,97467,97596.4,97880.9,97640,97170
2/1/19 14:50,97525,97560,97450,97470,97719.12,97452.5,97600.73,97875.52,97640,97170
2/1/19 14:45,97475,97540,97395,97530,97721.31,97448.13,97608.65,97870.15,97660,97170
2/1/19 14:40,97310,97475,97305,97475,97725.07,97427.66,97613.41,97864.42,97720,97170
2/1/19 14:35,97280,97350,97265,97310,97729.31,97415.82,97621.8,97858.63,97780,97170
2/1/19 14:30,97265,97300,97170,97275,97734.07,97442.27,97640.7,97853.83,97845,97245
2/1/19 14:25,97355,97460,97245,97265,97743.38,97484.09,97662.87,97849.4,97860,97320
2/1/19 14:20,97425,97475,97320,97355,97750.93,97538.87,97686.98,97845.23,97860,97375
2/1/19 14:15,97545,97550,97400,97425,97756.91,97584.84,97707.1,97840.23,97900,97375
2/1/19 14:10,97590,97595,97480,97545,97760.58,97624.8,97724.2,97834.63,97900,97375
2/1/19 14:05,97570,97640,97550,97590,97762.77,97644.74,97735.05,97828.23,97900,97375
2/1/19 14:00,97605,97610,97445,97575,97764.58,97658.43,97743.84,97821.85,97900,97375
2/1/19 13:55,97595,97660,97550,97605,97768.57,97679.29,97754.08,97815.33,97900,97375
2/1/19 13:50,97675,97720,97535,97595,97770.16,97697.86,97763.11,97808.83,97900,97375
2/1/19 13:45,97770,97780,97660,97675,97772.55,97723.57,97773.3,97801.48,97900,97375
2/1/19 13:40,97740,97845,97725,97775,97773.02,97735.71,97779.26,97794.42,97900,97375
2/1/19 13:35,97695,97860,97645,97735,97772.92,97725.89,97779.52,97787.25,97900,97375
2/1/19 13:30,97780,97805,97635,97690,97773.45,97723.61,97782.21,97780.17,97900,97375
2/1/19 13:25,97805,97900,97745,97785,97774.62,97732.01,97787.8,97773.13,97965,97375
2/1/19 13:20,97745,97825,97735,97800,97773.63,97718.76,97787.97,97765.85,97965,97375
2/1/19 13:15,97785,97830,97680,97750,97773.5,97698.45,97787.24,97758.75,97965,97375
2/1/19 13:10,97665,97790,97635,97785,97773.74,97685.55,97789.5,97752.33,97965,97375
2/1/19 13:05,97620,97775,97615,97665,97774.45,97660.7,97789.77,97745.48,98080,97375
2/1/19 13:00,97475,97650,97420,97625,97776.3,97659.62,97797.34,97739.33,98080,97375
2/1/19 12:55,97555,97680,97470,97480,97782.45,97668.27,97807.78,97733.45,98080,97375
2/1/19 12:50,97455,97570,97375,97555,97787.46,97715.34,97827.65,97728.35,98080,97385
2/1/19 12:45,97575,97635,97385,97450,97795.41,97755.43,97844.17,97722.67,98105,97540
2/1/19 12:40,97830,97895,97540,97575,97806.02,97831.79,97868.06,97717.25,98135,97630
2/1/19 12:35,97910,97965,97765,97830,97810.31,97895.98,97885.82,97711.5,98200,97630
2/1/19 12:30,97850,97935,97770,97910,97808.93,97912.48,97889.2,97704.4,98260,97630
2/1/19 12:25,97735,97880,97700,97850,97807.15,97913.09,97887.95,97696.67,98260,97630
2/1/19 12:20,97915,97935,97715,97735,97807.26,97928.87,97890.24,97689.27,98260,97630
2/1/19 12:15,98075,98080,97885,97915,97807.1,97977.34,97899.65,97681.75,98260,97630
2/1/19 12:10,97925,98080,97905,98075,97803.37,97992.92,97898.72,97672.77,98260,97630
2/1/19 12:05,97915,97985,97870,97930,97798.73,97972.4,97888.04,97662.88,98260,97630
2/1/19 12:00,98005,98080,97885,97915,97796.44,97983,97885.49,97654.83,98260,97630
2/1/19 11:55,98035,98105,97970,98000,97791.41,98000,97883.7,97647.95,98260,97510
2/1/19 11:50,98125,98135,98000,98035,97786.82,98000,97876.66,97640.35,98260,97510
2/1/19 11:45,98090,98200,98090,98130,97779.81,97991.25,97867.06,97632.42,98260,97510
2/1/19 11:40,98215,98260,98065,98085,97772.16,97956.56,97851.13,97624,98225,97510
2/1/19 11:35,98015,98225,98010,98215,97757.73,97924.45,97836.95,97615.7,98150,97460
2/1/19 11:30,97840,98150,97840,98010,97739.88,97851.81,97814.04,97606.3,98060,97460
2/1/19 11:25,97800,97880,97745,97845,97718.2,97812.27,97802.16,97598.7,98060,97420
2/1/19 11:20,97875,97935,97795,97795,97716.05,97804.09,97799.57,97591.23,98060,97420
2/1/19 11:15,97695,97900,97655,97875,97710.19,97806.36,97799.84,97584.4,98060,97420
2/1/19 11:10,97740,97745,97630,97695,97707.13,97789.2,97795.29,97577.9,98060,97420
2/1/19 11:05,97790,97830,97700,97740,97708.34,97812.76,97801.37,97573.3,98060,97420
2/1/19 11:00,97885,97950,97735,97785,97706.65,97830.95,97805.09,97568.83,98060,97350
2/1/19 10:55,97780,97930,97770,97890,97701.13,97842.43,97806.3,97563.88,98060,97350
2/1/19 10:50,97865,97890,97730,97775,97693.38,97830.54,97801.23,97559.23,98060,97350
2/1/19 10:45,97935,97980,97840,97860,97687.45,97844.42,97802.83,97555.05,98060,97350
2/1/19 10:40,97975,98060,97930,97940,97675.22,97840.53,97799.36,97550.88,98020,97350
2/1/19 10:35,97960,98020,97895,97975,97659.27,97815.66,97790.84,97546.02,97965,97350
2/1/19 10:30,97905,97965,97815,97960,97641.15,97775.83,97779.67,97540.52,97925,97350
2/1/19 10:25,97835,97925,97835,97910,97624.76,97729.79,97768.74,97535.13,97870,97350
2/1/19 10:20,97755,97870,97745,97835,97611.16,97684.73,97760.18,97531.02,97800,97350
2/1/19 10:15,97635,97755,97510,97755,97589.75,97647.17,97755.65,97527.17,97800,97350
2/1/19 10:10,97780,97785,97570,97630,97586.53,97620.21,97755.69,97523.9,97800,97350
2/1/19 10:05,97690,97800,97625,97780,97578.12,97617.77,97763.3,97521.45,97780,97350
2/1/19 10:00,97515,97780,97510,97695,97564.45,97577.21,97762.3,97518.48,97710,97350
2/1/19 9:55,97540,97580,97460,97515,97542.01,97547.77,97766.38,97515.83,97745,97350
2/1/19 9:50,97525,97565,97475,97540,97542.91,97555.96,97781.61,97513.63,97745,97350
2/1/19 9:45,97505,97550,97420,97525,97544.39,97559.95,97796.25,97511.35,97745,97350
2/1/19 9:40,97535,97585,97480,97505,97552.19,97568.69,97812.69,97509.23,97745,97350
2/1/19 9:35,97550,97565,97475,97530,97553.7,97584.61,97831.34,97507.35,97940,97350
2/1/19 9:30,97565,97595,97475,97555,97556.63,97598.27,97849.6,97505.98,97980,97350
2/1/19 9:25,97540,97675,97535,97560,97559.56,97609.08,97867.45,97504.75,97980,97350
2/1/19 9:20,97415,97570,97350,97540,97545.95,97621.35,97886.09,97503.17,97980,97410
2/1/19 9:15,97515,97570,97410,97410,97585.63,97641.69,97907.06,97501.9,97980,97425
2/1/19 9:10,97695,97710,97505,97515,97618.46,97699.61,97937.19,97500.52,97980,97425
2/1/19 9:05,97625,97745,97580,97700,97636.64,97745.77,97962.77,97498.2,97980,97425
2/1/19 9:00,97460,97695,97425,97615,97594.08,97757.2,97978.7,97495.13,97980,97530
31/01/2019 18:05,97570,97730,97530,97730,98155.94,97792.75,98000.73,97492.13,97980,97555
31/01/2019 18:00,97710,97730,97555,97575,98157.52,97808.44,98017.14,97488.38,97980,97685
31/01/2019 17:55,97940,97940,97710,97710,98159.93,97866.8,98043.94,97485.83,97980,97685
31/01/2019 17:50,97925,97980,97890,97945,98162.15,97906,98064.18,97482.58,98140,97685
31/01/2019 17:45,97875,97980,97835,97925,98162.94,97896.25,98071.41,97478.27,98170,97685
31/01/2019 17:40,97890,97945,97865,97875,98163.91,97889.06,98080.28,97473.98,98185,97685
31/01/2019 17:35,97795,97895,97760,97895,98164.98,97892.58,98092.73,97469.75,98185,97685
31/01/2019 17:30,97880,97900,97790,97795,98166.77,97891.97,98104.71,97466.23,98185,97685
31/01/2019 17:25,97845,97915,97780,97885,98167.91,97916.21,98123.48,97462.63,98185,97685
31/01/2019 17:20,97730,97860,97685,97845,98170.38,97924.02,98137.94,97458.02,98200,97720
31/01/2019 17:15,97785,97915,97720,97735,98174.95,97943.77,98155.7,97453.4,98240,97755
31/01/2019 17:10,97870,97930,97755,97785,98178.52,97995.96,98181.2,97449.33,98245,97825
31/01/2019 17:05,97950,97960,97825,97870,98182.02,98048.7,98205.21,97444.25,98325,97885
31/01/2019 17:00,98130,98140,97935,97955,98185.8,98093.38,98225.52,97438.75,98400,97885
31/01/2019 16:55,98150,98170,98040,98130,98187.25,98127.97,98241.92,97432.75,98435,97885
31/01/2019 16:50,98045,98185,98015,98155,98187.97,98127.46,98248.7,97426,98465,97885
31/01/2019 16:45,98025,98095,97990,98045,98188.68,98120.58,98254.38,97419.17,98465,97885
31/01/2019 16:40,98000,98035,97885,98030,98190.24,98139.47,98267.07,97413.23,98465,97960
31/01/2019 16:35,98015,98085,97960,98000,98193.19,98166.84,98281.44,97407.4,98465,97975
31/01/2019 16:30,98130,98200,97975,98015,98194.99,98208.55,98298.49,97401.42,98465,98080
31/01/2019 16:25,98125,98240,98090,98130,98196.43,98256.94,98315.67,97395.08,98465,98080
31/01/2019 16:20,98220,98245,98080,98125,98196.86,98288.67,98326.92,97383.2,98550,98160
31/01/2019 16:15,98310,98325,98190,98215,98197.42,98329.59,98339.16,97372.17,98625,98160
31/01/2019 16:10,98395,98400,98280,98310,98196.95,98358.23,98346.68,97360.7,98640,98115
31/01/2019 16:05,98375,98435,98350,98390,98195.8,98370.29,98348.91,97349.9,98640,98045
31/01/2019 16:00,98365,98465,98275,98375,98194.14,98365.36,98346.41,97338.05,98640,98045
31/01/2019 15:55,98325,98415,98315,98360,98191.43,98362.95,98344.68,97326.83,98640,98045
31/01/2019 15:50,98260,98410,98260,98325,98190.14,98363.7,98343.75,97315.85,98640,98045
31/01/2019 15:45,98185,98315,98160,98265,98187.91,98373.37,98344.88,97305.05,98640,98045
31/01/2019 15:40,98350,98385,98175,98185,98186.99,98400.46,98349.73,97294.38,98640,98045
31/01/2019 15:35,98445,98455,98340,98350,98185.49,98454.33,98359.71,97283.95,98640,98045
31/01/2019 15:30,98515,98550,98435,98445,98183.02,98480.41,98360.3,97273.3,98640,98045
31/01/2019 15:25,98590,98625,98505,98520,98180.13,98489.27,98355.16,97262.33,98640,98045
31/01/2019 15:20,98570,98640,98530,98590,98176.87,98481.59,98345.17,97251.27,98600,98045
31/01/2019 15:15,98530,98600,98505,98570,98171.73,98454.48,98330.34,97240.02,98600,98045
31/01/2019 15:10,98440,98535,98410,98525,98167.09,98425.6,98315.81,97228.9,98600,98045
31/01/2019 15:05,98405,98475,98375,98435,98163.7,98400.75,98303.13,97217.83,98600,98045
31/01/2019 15:00,98475,98495,98360,98400,98161.13,98392.19,98295.14,97207.25,98600,98045
31/01/2019 14:55,98525,98600,98455,98475,98157.57,98390.23,98288.79,97196.9,98535,98045
31/01/2019 14:50,98425,98535,98410,98520,98151.13,98369.05,98277.5,97185.98,98530,98045
31/01/2019 14:45,98385,98430,98325,98425,98146.6,98331.31,98262.8,97174.67,98545,98045
31/01/2019 14:40,98355,98440,98310,98385,98144.29,98307.89,98252.98,97163.77,98545,98045
31/01/2019 14:35,98270,98370,98230,98360,98140.73,98288.61,98244.98,97153.33,98545,98045
31/01/2019 14:30,98210,98295,98115,98275,98137.9,98270.77,98238.01,97142.98,98545,98045
31/01/2019 14:25,98115,98240,98045,98205,98136.78,98269.7,98235.77,97133.33,98545,98075
31/01/2019 14:20,98140,98195,98075,98115,98136.7,98285.88,98237.63,97124.2,98545,98085
31/01/2019 14:15,98270,98280,98135,98140,98136.86,98328.59,98245.06,97115.4,98545,98000
31/01/2019 14:10,98330,98365,98260,98275,98135.22,98375.74,98251.43,97106.25,98545,97820
31/01/2019 14:05,98465,98490,98310,98330,98131.6,98400.93,98250,97096.35,98545,97820
31/01/2019 14:00,98490,98530,98445,98465,98125.68,98418.66,98245.15,97086.1,98545,97820
31/01/2019 13:55,98480,98545,98420,98495,98121.51,98407.08,98231.82,97074.98,98530,97820
31/01/2019 13:50,98415,98515,98405,98480,98116.23,98385.09,98215.87,97063.83,98530,97820
31/01/2019 13:45,98470,98515,98400,98415,98112.66,98361.37,98199.86,97052.98,98530,97820
31/01/2019 13:40,98390,98530,98370,98475,98108.3,98347.96,98186.82,97042.17,98425,97820
31/01/2019 13:35,98410,98425,98355,98395,98100.16,98316.2,98169.35,97031.33,98420,97820
31/01/2019 13:30,98320,98420,98320,98405,98095.75,98296.51,98155.68,97020.7,98380,97820
31/01/2019 13:25,98295,98325,98240,98320,98088.77,98269.38,98140.57,97009.23,98380,97820
31/01/2019 13:20,98350,98360,98270,98295,98086.11,98256.73,98129.7,96997.9,98380,97820
31/01/2019 13:15,98340,98370,98250,98355,98083.43,98247.16,98119.68,96986.75,98380,97820
31/01/2019 13:10,98170,98380,98160,98340,98078.87,98220.2,98105.42,96975.33,98340,97820
31/01/2019 13:05,98280,98340,98115,98165,98074.66,98190.24,98091.2,96963.95,98300,97820
31/01/2019 13:00,98245,98295,98155,98280,98070.76,98196.55,98086.73,96954.17,98300,97820
31/01/2019 12:55,98235,98300,98210,98245,98067.78,98175.7,98075.02,96943.85,98280,97820
31/01/2019 12:50,98150,98250,98100,98235,98064.12,98158.37,98064.71,96933.7,98280,97820
31/01/2019 12:45,98110,98185,98100,98155,98061.66,98139.21,98054.39,96923.5,98285,97820
31/01/2019 12:40,98180,98220,98085,98115,98060.4,98135.27,98048.29,96913.98,98385,97820
31/01/2019 12:35,98055,98195,98000,98185,98058.81,98140.33,98044.25,96904.25,98425,97820
31/01/2019 12:30,98055,98075,97820,98050,98057.9,98129.16,98035.72,96894.73,98425,97980
31/01/2019 12:25,98140,98165,98010,98050,98064.05,98148.95,98034.85,96886.27,98425,97980
